system,Benchmark,model,method,sample,pass_rate,problem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,EcoreGenTL,employee5,1,R2_EmployeeManagementSystem
R22_IPOApplication,TLBench,deepseek-v4-flash,EcoreGenTL,ipo1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,EcoreGenTL,ipo2,1,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,EcoreGenTL,ipo3,1,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,EcoreGenTL,ipo4,0.8462,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,EcoreGenTL,ipo5,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,EcoreGenTL,ipo1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,EcoreGenTL,ipo2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,EcoreGenTL,ipo3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,EcoreGenTL,ipo4,1,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,EcoreGenTL,ipo5,1,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,EcoreGenTL,ipo1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,EcoreGenTL,ipo2,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,EcoreGenTL,ipo3,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,EcoreGenTL,ipo4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,EcoreGenTL,ipo5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,EcoreGenTL,ipo1,1,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,EcoreGenTL,ipo2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,EcoreGenTL,ipo3,0.8846,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,EcoreGenTL,ipo4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,EcoreGenTL,ipo5,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,EcoreGenTL,ipo1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,EcoreGenTL,ipo2,0.8462,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,EcoreGenTL,ipo3,1,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,EcoreGenTL,ipo4,0.0385,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,EcoreGenTL,ipo5,0.8846,R22_IPOApplication
PA19-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample1,0.92,PA19
PA19-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample2,0.94,PA19
PA19-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample3,0.88,PA19
PA19-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample4,0.92,PA19
PA19-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample5,0.88,PA19
PA19-emf,JavaBench,minimax-m3,EcoreGenTL,sample1,0.94,PA19
PA19-emf,JavaBench,minimax-m3,EcoreGenTL,sample2,1,PA19
PA19-emf,JavaBench,minimax-m3,EcoreGenTL,sample3,1,PA19
PA19-emf,JavaBench,minimax-m3,EcoreGenTL,sample4,0.98,PA19
PA19-emf,JavaBench,minimax-m3,EcoreGenTL,sample5,0.9,PA19
PA19-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample1,0.88,PA19
PA19-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample2,0,PA19
PA19-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample3,0.9,PA19
PA19-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample4,0.74,PA19
PA19-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample5,0.84,PA19
PA19-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample1,0.88,PA19
PA19-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample2,0.96,PA19
PA19-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample3,0.88,PA19
PA19-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample4,0.96,PA19
PA19-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample5,0.84,PA19
PA19-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample1,1,PA19
PA19-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample2,1,PA19
PA19-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample3,0.96,PA19
PA19-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample4,0.92,PA19
PA19-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample5,0.86,PA19
PA20-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample1,0.977778,PA20
PA20-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample2,0.688889,PA20
PA20-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample3,0.755556,PA20
PA20-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample4,0.844444,PA20
PA20-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample5,1,PA20
PA20-emf,JavaBench,minimax-m3,EcoreGenTL,sample1,0.622222,PA20
PA20-emf,JavaBench,minimax-m3,EcoreGenTL,sample2,0.977778,PA20
PA20-emf,JavaBench,minimax-m3,EcoreGenTL,sample3,0.911111,PA20
PA20-emf,JavaBench,minimax-m3,EcoreGenTL,sample4,0.911111,PA20
PA20-emf,JavaBench,minimax-m3,EcoreGenTL,sample5,0.866667,PA20
PA20-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample1,0,PA20
PA20-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample2,0.755556,PA20
PA20-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample3,0.488889,PA20
PA20-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample4,0.644444,PA20
PA20-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample5,0.8,PA20
PA20-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample1,0.622222,PA20
PA20-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample2,0.777778,PA20
PA20-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample3,0.911111,PA20
PA20-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample4,0.577778,PA20
PA20-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample5,0.911111,PA20
PA20-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample1,0.955556,PA20
PA20-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample2,0.755556,PA20
PA20-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample3,0.911111,PA20
PA20-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample4,0.822222,PA20
PA20-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample5,0.8,PA20
PA21-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample1,0.910345,PA21
PA21-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample2,0.77931,PA21
PA21-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample3,0,PA21
PA21-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample4,0.882759,PA21
PA21-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample5,0.910345,PA21
PA21-emf,JavaBench,minimax-m3,EcoreGenTL,sample1,0.731034,PA21
PA21-emf,JavaBench,minimax-m3,EcoreGenTL,sample2,0.965517,PA21
PA21-emf,JavaBench,minimax-m3,EcoreGenTL,sample3,0.965517,PA21
PA21-emf,JavaBench,minimax-m3,EcoreGenTL,sample4,0.910345,PA21
PA21-emf,JavaBench,minimax-m3,EcoreGenTL,sample5,0.972414,PA21
PA21-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample1,0,PA21
PA21-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample2,0.834483,PA21
PA21-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample3,0,PA21
PA21-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample4,0,PA21
PA21-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample5,0.648276,PA21
PA21-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample1,0,PA21
PA21-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample2,0.944828,PA21
PA21-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample3,0.903448,PA21
PA21-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample4,0.848276,PA21
PA21-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample5,0.917241,PA21
PA21-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample1,0.958621,PA21
PA21-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample2,0.97931,PA21
PA21-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample3,1,PA21
PA21-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample4,0.97931,PA21
PA21-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample5,0.951724,PA21
PA22-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample1,0.941176,PA22
PA22-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample2,0.926471,PA22
PA22-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample3,0,PA22
PA22-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample4,0,PA22
PA22-emf,JavaBench,gemini-3.1-flash-lite,EcoreGenTL,sample5,0,PA22
PA22-emf,JavaBench,minimax-m3,EcoreGenTL,sample1,0.867647,PA22
PA22-emf,JavaBench,minimax-m3,EcoreGenTL,sample2,0.941176,PA22
PA22-emf,JavaBench,minimax-m3,EcoreGenTL,sample3,0.911765,PA22
PA22-emf,JavaBench,minimax-m3,EcoreGenTL,sample4,0.838235,PA22
PA22-emf,JavaBench,minimax-m3,EcoreGenTL,sample5,0.911765,PA22
PA22-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample1,0.838235,PA22
PA22-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample2,0.867647,PA22
PA22-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample3,0,PA22
PA22-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample4,0,PA22
PA22-emf,JavaBench,qwen3.6-flash,EcoreGenTL,sample5,0.867647,PA22
PA22-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample1,0.808824,PA22
PA22-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample2,0.926471,PA22
PA22-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample3,0.911765,PA22
PA22-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample4,0.897059,PA22
PA22-emf,JavaBench,gpt-5.4-mini,EcoreGenTL,sample5,0.941176,PA22
PA22-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample1,0.941176,PA22
PA22-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample2,0.911765,PA22
PA22-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample3,0.926471,PA22
PA22-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample4,0.838235,PA22
PA22-emf,JavaBench,deepseek-v4-flash,EcoreGenTL,sample5,0.897059,PA22
OLRS,TLBench,deepseek-v4-flash,VL,sample1,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,VL,sample2,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,VL,sample3,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,VL,sample4,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,VL,sample5,0.84,OLRS
OLRS,TLBench,minimax-m3,VL,sample1,0.84,OLRS
OLRS,TLBench,minimax-m3,VL,sample2,0.84,OLRS
OLRS,TLBench,minimax-m3,VL,sample3,0.84,OLRS
OLRS,TLBench,minimax-m3,VL,sample4,0.84,OLRS
OLRS,TLBench,minimax-m3,VL,sample5,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL,sample1,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL,sample2,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL,sample3,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL,sample4,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL,sample5,0.76,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL,sample1,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL,sample2,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL,sample3,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL,sample4,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL,sample5,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,VL,sample1,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,VL,sample2,0,OLRS
OLRS,TLBench,gpt-5.4-mini,VL,sample3,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,VL,sample4,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,VL,sample5,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,VL-Fix,sample1,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,VL-Fix,sample2,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,VL-Fix,sample3,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,VL-Fix,sample4,0.84,OLRS
OLRS,TLBench,deepseek-v4-flash,VL-Fix,sample5,0.84,OLRS
OLRS,TLBench,minimax-m3,VL-Fix,sample1,0.84,OLRS
OLRS,TLBench,minimax-m3,VL-Fix,sample2,0.84,OLRS
OLRS,TLBench,minimax-m3,VL-Fix,sample3,0.84,OLRS
OLRS,TLBench,minimax-m3,VL-Fix,sample4,0.84,OLRS
OLRS,TLBench,minimax-m3,VL-Fix,sample5,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL-Fix,sample1,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL-Fix,sample2,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL-Fix,sample3,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL-Fix,sample4,0.84,OLRS
OLRS,TLBench,qwen3.6-flash,VL-Fix,sample5,0.76,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,0.84,OLRS
OLRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,VL-Fix,sample1,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,VL-Fix,sample2,0,OLRS
OLRS,TLBench,gpt-5.4-mini,VL-Fix,sample3,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,VL-Fix,sample4,0.84,OLRS
OLRS,TLBench,gpt-5.4-mini,VL-Fix,sample5,0.84,OLRS
OPMS,TLBench,deepseek-v4-flash,VL,sample1,0.88,OPMS
OPMS,TLBench,deepseek-v4-flash,VL,sample2,1,OPMS
OPMS,TLBench,deepseek-v4-flash,VL,sample3,1,OPMS
OPMS,TLBench,deepseek-v4-flash,VL,sample4,1,OPMS
OPMS,TLBench,deepseek-v4-flash,VL,sample5,1,OPMS
OPMS,TLBench,minimax-m3,VL,sample1,0.88,OPMS
OPMS,TLBench,minimax-m3,VL,sample2,1,OPMS
OPMS,TLBench,minimax-m3,VL,sample3,0.88,OPMS
OPMS,TLBench,minimax-m3,VL,sample4,0.88,OPMS
OPMS,TLBench,minimax-m3,VL,sample5,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,VL,sample1,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,VL,sample2,0,OPMS
OPMS,TLBench,qwen3.6-flash,VL,sample3,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,VL,sample4,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,VL,sample5,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL,sample1,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL,sample2,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL,sample3,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL,sample4,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL,sample5,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,VL,sample1,0.92,OPMS
OPMS,TLBench,gpt-5.4-mini,VL,sample2,0.92,OPMS
OPMS,TLBench,gpt-5.4-mini,VL,sample3,1,OPMS
OPMS,TLBench,gpt-5.4-mini,VL,sample4,0.4,OPMS
OPMS,TLBench,gpt-5.4-mini,VL,sample5,1,OPMS
OPMS,TLBench,deepseek-v4-flash,VL-Fix,sample1,0.88,OPMS
OPMS,TLBench,deepseek-v4-flash,VL-Fix,sample2,1,OPMS
OPMS,TLBench,deepseek-v4-flash,VL-Fix,sample3,1,OPMS
OPMS,TLBench,deepseek-v4-flash,VL-Fix,sample4,1,OPMS
OPMS,TLBench,deepseek-v4-flash,VL-Fix,sample5,1,OPMS
OPMS,TLBench,minimax-m3,VL-Fix,sample1,0.88,OPMS
OPMS,TLBench,minimax-m3,VL-Fix,sample2,1,OPMS
OPMS,TLBench,minimax-m3,VL-Fix,sample3,0.88,OPMS
OPMS,TLBench,minimax-m3,VL-Fix,sample4,0.88,OPMS
OPMS,TLBench,minimax-m3,VL-Fix,sample5,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,VL-Fix,sample1,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,VL-Fix,sample2,0,OPMS
OPMS,TLBench,qwen3.6-flash,VL-Fix,sample3,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,VL-Fix,sample4,0.88,OPMS
OPMS,TLBench,qwen3.6-flash,VL-Fix,sample5,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,0.88,OPMS
OPMS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,0.88,OPMS
OPMS,TLBench,gpt-5.4-mini,VL-Fix,sample1,0.92,OPMS
OPMS,TLBench,gpt-5.4-mini,VL-Fix,sample2,0.92,OPMS
OPMS,TLBench,gpt-5.4-mini,VL-Fix,sample3,1,OPMS
OPMS,TLBench,gpt-5.4-mini,VL-Fix,sample4,0.4,OPMS
OPMS,TLBench,gpt-5.4-mini,VL-Fix,sample5,1,OPMS
OPRS,TLBench,deepseek-v4-flash,VL,sample1,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,VL,sample2,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,VL,sample3,0.8788,OPRS
OPRS,TLBench,deepseek-v4-flash,VL,sample4,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,VL,sample5,0.8485,OPRS
OPRS,TLBench,minimax-m3,VL,sample1,0.8485,OPRS
OPRS,TLBench,minimax-m3,VL,sample2,0.8485,OPRS
OPRS,TLBench,minimax-m3,VL,sample3,0.8485,OPRS
OPRS,TLBench,minimax-m3,VL,sample4,0.8788,OPRS
OPRS,TLBench,minimax-m3,VL,sample5,0.8485,OPRS
OPRS,TLBench,qwen3.6-flash,VL,sample1,0.8788,OPRS
OPRS,TLBench,qwen3.6-flash,VL,sample2,0.8788,OPRS
OPRS,TLBench,qwen3.6-flash,VL,sample3,0.8788,OPRS
OPRS,TLBench,qwen3.6-flash,VL,sample4,0.8182,OPRS
OPRS,TLBench,qwen3.6-flash,VL,sample5,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL,sample1,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL,sample2,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL,sample3,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL,sample4,0.8788,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL,sample5,0.8485,OPRS
OPRS,TLBench,gpt-5.4-mini,VL,sample1,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,VL,sample2,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,VL,sample3,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,VL,sample4,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,VL,sample5,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,VL-Fix,sample1,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,VL-Fix,sample2,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,VL-Fix,sample3,0.8788,OPRS
OPRS,TLBench,deepseek-v4-flash,VL-Fix,sample4,0.8485,OPRS
OPRS,TLBench,deepseek-v4-flash,VL-Fix,sample5,0.8485,OPRS
OPRS,TLBench,minimax-m3,VL-Fix,sample1,0.8485,OPRS
OPRS,TLBench,minimax-m3,VL-Fix,sample2,0.8485,OPRS
OPRS,TLBench,minimax-m3,VL-Fix,sample3,0.8485,OPRS
OPRS,TLBench,minimax-m3,VL-Fix,sample4,0.8788,OPRS
OPRS,TLBench,minimax-m3,VL-Fix,sample5,0.8485,OPRS
OPRS,TLBench,qwen3.6-flash,VL-Fix,sample1,0.8788,OPRS
OPRS,TLBench,qwen3.6-flash,VL-Fix,sample2,0.8788,OPRS
OPRS,TLBench,qwen3.6-flash,VL-Fix,sample3,0.8788,OPRS
OPRS,TLBench,qwen3.6-flash,VL-Fix,sample4,0.8182,OPRS
OPRS,TLBench,qwen3.6-flash,VL-Fix,sample5,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,0.8485,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,0.8788,OPRS
OPRS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,0.8485,OPRS
OPRS,TLBench,gpt-5.4-mini,VL-Fix,sample1,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,VL-Fix,sample2,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,VL-Fix,sample3,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,VL-Fix,sample4,0.8788,OPRS
OPRS,TLBench,gpt-5.4-mini,VL-Fix,sample5,0.8485,OPRS
ORS,TLBench,deepseek-v4-flash,VL,sample1,0.8286,ORS
ORS,TLBench,deepseek-v4-flash,VL,sample2,0.8,ORS
ORS,TLBench,deepseek-v4-flash,VL,sample3,0.8,ORS
ORS,TLBench,deepseek-v4-flash,VL,sample4,0.8286,ORS
ORS,TLBench,deepseek-v4-flash,VL,sample5,0.8286,ORS
ORS,TLBench,minimax-m3,VL,sample1,0.8857,ORS
ORS,TLBench,minimax-m3,VL,sample2,0.8286,ORS
ORS,TLBench,minimax-m3,VL,sample3,0.7714,ORS
ORS,TLBench,minimax-m3,VL,sample4,0.8286,ORS
ORS,TLBench,minimax-m3,VL,sample5,0.9143,ORS
ORS,TLBench,qwen3.6-flash,VL,sample1,0.7714,ORS
ORS,TLBench,qwen3.6-flash,VL,sample2,0,ORS
ORS,TLBench,qwen3.6-flash,VL,sample3,0,ORS
ORS,TLBench,qwen3.6-flash,VL,sample4,0,ORS
ORS,TLBench,qwen3.6-flash,VL,sample5,0,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL,sample1,0.8857,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL,sample2,0.7143,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL,sample3,0.6571,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL,sample4,0.6857,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL,sample5,0.8857,ORS
ORS,TLBench,gpt-5.4-mini,VL,sample1,0.8857,ORS
ORS,TLBench,gpt-5.4-mini,VL,sample2,0.8286,ORS
ORS,TLBench,gpt-5.4-mini,VL,sample3,0.7143,ORS
ORS,TLBench,gpt-5.4-mini,VL,sample4,0.8286,ORS
ORS,TLBench,gpt-5.4-mini,VL,sample5,0.8286,ORS
ORS,TLBench,deepseek-v4-flash,VL-Fix,sample1,0.8286,ORS
ORS,TLBench,deepseek-v4-flash,VL-Fix,sample2,0.8,ORS
ORS,TLBench,deepseek-v4-flash,VL-Fix,sample3,0.8,ORS
ORS,TLBench,deepseek-v4-flash,VL-Fix,sample4,0.8286,ORS
ORS,TLBench,deepseek-v4-flash,VL-Fix,sample5,0.8286,ORS
ORS,TLBench,minimax-m3,VL-Fix,sample1,0.8857,ORS
ORS,TLBench,minimax-m3,VL-Fix,sample2,0.8286,ORS
ORS,TLBench,minimax-m3,VL-Fix,sample3,0.7714,ORS
ORS,TLBench,minimax-m3,VL-Fix,sample4,0.8286,ORS
ORS,TLBench,minimax-m3,VL-Fix,sample5,0.9143,ORS
ORS,TLBench,qwen3.6-flash,VL-Fix,sample1,0.7714,ORS
ORS,TLBench,qwen3.6-flash,VL-Fix,sample2,0.8857,ORS
ORS,TLBench,qwen3.6-flash,VL-Fix,sample3,0.8286,ORS
ORS,TLBench,qwen3.6-flash,VL-Fix,sample4,0.7143,ORS
ORS,TLBench,qwen3.6-flash,VL-Fix,sample5,0,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,0.8857,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,0.7143,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,0.6571,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,0.6857,ORS
ORS,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,0.8857,ORS
ORS,TLBench,gpt-5.4-mini,VL-Fix,sample1,0.8857,ORS
ORS,TLBench,gpt-5.4-mini,VL-Fix,sample2,0.8286,ORS
ORS,TLBench,gpt-5.4-mini,VL-Fix,sample3,0.7143,ORS
ORS,TLBench,gpt-5.4-mini,VL-Fix,sample4,0.8286,ORS
ORS,TLBench,gpt-5.4-mini,VL-Fix,sample5,0.8286,ORS
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL,sample2,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL,sample4,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL,sample5,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL,sample2,1,R2_EmployeeManagementSystem
